Jjay Mcafee,TE,20,193,9.6,30,4
Ben Bresnahan,TE,16,192,12.0,28,1
Kobie Campbell,WR,17,192,11.3,32,0
Deion Colzie,WR,9,192,21.3,30,1
Marshall Lang,TE,15,192,12.8,37,0
Joey Beljan,TE,15,191,12.7,27,4
Jacob Bernard,WR,11,191,17.4,45,2
Jontavis Robertson,WR,14,191,13.6,38,1
Alante Brown,WR,16,191,11.9,32,0
Brenden Brady,RB,18,190,10.6,25,0
Xavier Gravette,TE,20,190,9.5,31,2
Markeston Douglas,TE,14,190,13.6,29,2
Errol Rogers Jr.,WR,20,189,9.4,22,0
Jaden Nixon,RB,21,189,9.0,35,3
Ahmarean Brown,WR,23,188,8.2,26,0
Kaytron Allen,RB,20,188,9.4,45,1
Amari Terry,WR,7,187,26.7,68,1
Arland Bruce IV,WR,19,187,9.8,27,1
Henry Rutledge,RB,12,187,15.6,36,1
Julien Lewis,WR,18,187,10.4,38,0
Treon Sibley,WR,11,186,16.9,30,3
EJ Horton,WR,12,186,15.5,65,1
Isaiah Bowser,RB,14,185,13.2,45,0
Messiah Swinson,TE,15,185,12.3,35,2
Raymond Pauwels,TE,21,185,8.8,29,2
Tyler Foster,TE,13,185,14.2,39,4
Devin Neal,RB,21,183,8.7,53,1
Dino Tomlin,WR,10,181,18.1,32,0
Dontae Fleming,WR,19,181,9.5,55,3
Austin Upshaw,WR,18,180,10.0,38,1
D'Marcus Adams,WR,6,180,30.0,45,2
Tristen Tewes,TE,15,180,12.0,34,3
Tank Bigsby,RB,30,180,6.0,37,0
Dillon Bell,WR,20,180,9.0,24,3
Joshua Thompson,WR,3,179,59.7,79,1
Warren Thompson,WR,12,178,14.8,56,2
Jsi Hatfield,WR,11,178,16.2,55,0
Keon Zipperer,TE,13,177,13.6,44,1
Braheam Murphy,RB,6,177,29.5,73,1
Kaelon Black,RB,17,177,10.4,25,2
MarShawn Lloyd,RB,18,176,9.8,43,2
Omarion Dollison,WR,12,176,14.7,40,0
TJ Banks,TE,21,175,8.3,22,0
Raleek Brown,WR,16,175,10.9,40,3
Caleb Douglas,WR,10,175,17.5,62,2
Lexington Joseph,RB,29,174,6.0,60,2
Peter LeBlanc,WR,22,174,7.9,26,1
Jase McClellan,RB,14,174,12.4,65,3
Fabian McCray,WR,13,174,13.4,33,0
Jordan Hudson,WR,14,174,12.4,31,3
Tip Reiman,TE,19,174,9.2,20,1
Ahmarian Granger,WR,15,174,11.6,38,0
Drake Dabney,TE,16,173,10.8,29,0
Nate Jones,TE,16,173,10.8,31,1
Isaiah Spencer,TE,18,172,9.6,22,1
Dedrick Parson,RB,30,171,5.7,22,1
Marcus Sanders Jr.,WR,20,171,8.6,25,1
Boogie Knight,WR,19,170,8.9,37,1
Leonard Taylor,TE,18,170,9.4,21,2
Te'Vailance Hunt,WR,16,170,10.6,33,3
Christian Wells,WR,9,170,18.9,75,3
Nicky Dalmolin,TE,21,170,8.1,38,4
Cole Harrity,WR,13,170,13.1,33,1
Jaden Williams,WR,11,170,15.5,53,2
Parker Christensen,TE,19,169,8.9,29,1
Luke Musgrave,TE,11,169,15.4,30,1
Ray Davis,RB,29,169,5.8,24,3
Noah Whittington,RB,22,169,7.7,29,1
Donaven McCulley,WR,16,169,10.6,48,1
R.J. Sneed II,WR,20,168,8.4,20,0
Devin Miller,TE,21,168,8.0,20,2
Shelton Zeon III,TE,15,168,11.2,41,0
Nate Adkins,TE,13,168,12.9,32,0
Cade Conley,TE,11,168,15.3,39,0
Xavier Legette,WR,18,167,9.3,42,3
Hudson Habermehl,TE,15,167,11.1,51,2
Adam Jones,WR,16,167,10.4,25,0
Noah Koenigsknecht,WR,10,167,16.7,47,1
Brionne Penny,WR,12,166,13.8,40,0
Larry McCammon,RB,15,166,11.1,35,1
Carson Steele,RB,29,166,5.7,29,1
Alex Broome,RB,26,166,6.4,14,1
Hassan Hall,RB,28,165,5.9,36,0
Sackett Wood Jr.,TE,12,165,13.8,33,0
Tahj Brooks,RB,27,164,6.1,17,1
Nolan McCormick,RB,20,164,8.2,35,1
Josiah Johnson,TE,24,163,6.8,21,0
Jacob Warren,TE,12,163,13.6,45,0
Cole Cavallo,TE,19,163,8.6,30,1
Tailique Williams,WR,15,163,10.9,26,0
Bryce Damous,TE,14,163,11.6,33,1
Thomas Gordon,TE,12,162,13.5,26,0
Cole Turner,WR,8,161,20.1,68,0
Terrell Bynum,WR,16,159,9.9,29,1
Cavon Croom,WR,18,159,8.8,30,1
Koby Drake,WR,13,159,12.2,41,1
Daverrick Jenkins,WR,9,159,17.7,53,0
Zach Horton,TE,13,159,12.2,23,2
Joseph Manjack IV,WR,15,158,10.5,23,1
Octavian Smith Jr.,WR,12,157,13.1,42,2
Jack Hestera,WR,14,157,11.2,31,0
Michael Trigg,TE,17,156,9.2,28,3
Chris Smith,RB,21,155,7.4,24,1
Torry Locklin,RB,8,155,19.4,60,2
Jayden Ballard,WR,8,155,19.4,72,1
JoJo Earle,WR,12,155,12.9,42,2
Finn Hogan,WR,19,155,8.2,28,1
Ashton Jeanty,RB,14,155,11.1,42,0
Jaylen Ellis,WR,3,154,51.3,57,1
Dan Dishman,TE,13,154,11.8,42,1
Brady Russell,TE,20,153,7.7,14,0
Sean Shaw Jr.,WR,16,153,9.6,18,2
Tristian Brank,TE,16,153,9.6,22,1
James Tupou,FB,12,152,12.7,24,2
Lance LeGendre,WR,13,152,11.7,37,1
Dean Engram,WR,13,152,11.7,37,0
Xavier Johnson,WR,13,151,11.6,37,2
George Holani,RB,24,151,6.3,22,3
Porter Rooks,WR,19,151,7.9,18,1
Isiah Paige,WR,16,151,9.4,22,1
Star Thomas,RB,12,151,12.6,44,3
J.J. Sparkman,WR,14,150,10.7,33,1
Tyler Roberts,WR,7,150,21.4,47,3
Shadeed Ahmed,WR,16,150,9.4,33,1
Deion Burks,WR,15,149,9.9,30,0
Jacob Jenkins,TE,11,149,13.5,37,5
Dae Dae Hunter,RB,18,149,8.3,41,1
James Phillips,WR,17,148,8.7,24,0
Demie Sumo-Karngbaye,RB,12,148,12.3,38,1
Devonte Ross,WR,13,147,11.3,37,0
Cortez Braham,WR,14,147,10.5,30,0
Israel Abanikanda,RB,12,146,12.2,37,1
Tamatoa Mokiao-Atimalala,WR,15,146,9.7,18,2
Nate Noel,RB,24,145,6.0,33,0
Blake Bosma,TE,20,145,7.3,38,1
Zack Kuntz,TE,12,144,12.0,34,2
Trey Benson,RB,13,144,11.1,34,0
Kairee Robinson,RB,26,144,5.5,26,0
Johnny Lumpkin,TE,16,143,8.9,28,4
Sean Dollars,RB,16,143,8.9,39,0
Paul Piferi,TE,10,143,14.3,26,1
Kevin Davis,RB,19,143,7.5,18,0
Michael Marchese,TE,9,142,15.8,39,2
Clay Cundiff,TE,9,142,15.8,47,2
Chris Bellamy,WR,12,142,11.8,27,0
Robbie Mangas,TE,16,141,8.8,23,0
Kimani Vidal,RB,26,140,5.4,18,0
Clyde Price III,RB,31,139,4.5,22,1
Chris Tyree,WR,24,138,5.8,21,2
Orion Peters,WR,13,138,10.6,27,1
Thai Chiaokhiao-Bowman,WR,7,138,19.7,38,0
Cody Schrader,RB,19,137,7.2,29,0
Keshawn King,RB,20,137,6.8,25,1
Cameron Davis,RB,19,137,7.2,19,0
Maquel Haywood,RB,8,137,17.1,43,2
Fred Lloyd Jr.,WR,7,136,19.4,46,0
Geor'quarius Spivey,TE,11,136,12.4,23,1
Trell Harris,WR,13,136,10.5,24,1
Johnny Ford,RB,10,135,13.5,35,1
Ikaika Ragsdale,RB,19,135,7.1,26,3
Audric Estime,RB,9,135,15.0,36,1
Qualan Jones,RB,23,135,5.9,25,0
Mike Washington,RB,23,135,5.9,23,1
Tyrell Robinson,RB,7,135,19.3,47,1
Stephen Gosnell,WR,10,134,13.4,24,0
Moliki Matavao,TE,10,134,13.4,24,1
Adonai Mitchell,WR,9,134,14.9,27,3
Stacy Sneed,RB,22,133,6.0,27,0
Marlyn Johnson,WR,17,133,7.8,18,0
Zach Rasmussen,TE,16,133,8.3,17,4
Baylor Cupp,TE,12,132,11.0,24,2
Josh Williams,RB,21,132,6.3,21,0
Quinshon Judkins,RB,15,132,8.8,25,1
Darion Williamson,WR,8,131,16.4,52,0
Kaylon Horton,WR,12,131,10.9,51,1
Tyler Page,WR,11,130,11.8,42,2
Christopher Toudle,TE,11,130,11.8,27,1
Sam Kenerson,WR,8,130,16.3,31,0
Jacolby George,WR,13,130,10.0,24,0
Andre Johnson,WR,15,130,8.7,28,1
Jaden Bradley,WR,10,130,13.0,37,2
Calvin Tyler Jr.,RB,15,129,8.6,35,1
Grant Misch,TE,17,129,7.6,16,0
Max Wright,TE,9,129,14.3,31,1
John Emery Jr.,RB,13,129,9.9,39,2
Easton Dean,TE,10,129,12.9,24,2
Josh Sterzer,TE,11,129,11.7,68,1
Jaleel Skinner,TE,9,129,14.3,30,1
Jadan Blue,WR,12,128,10.7,29,1
Shaun Shivers,RB,22,128,5.8,24,1
Roschon Johnson,RB,14,128,9.1,38,1
Lew Nichols,RB,21,128,6.1,21,0
Jalen Berger,RB,19,128,6.7,32,0
Germie Bernard,WR,7,128,18.3,44,2
Adam Randall,WR,10,128,12.8,18,0
Mekhi Miller,WR,8,128,16.0,25,0
Donnovan Moorer,WR,17,128,7.5,21,1
Pearse Migl,TE,17,127,7.5,17,2
Gamarion Carter,WR,6,127,21.2,80,1
Jaylon Jackson,WR,3,46,15.3,28,0
Xavier Townsend,WR,23,127,5.5,16,0
Jordan Mims,RB,21,126,6.0,26,1
Dontae Smith,RB,19,125,6.6,24,0
Sammy Wheeler,TE,8,125,15.6,42,2
Andrew Bench,TE,10,125,12.5,31,2
Aidan Robbins,RB,23,125,5.4,22,1
Brady Boyd,WR,13,125,9.6,18,1
Josh Kattus,TE,7,125,17.9,70,0
Josiah Norwood,WR,11,124,11.3,50,1
Deyunkrea Lewis,TE,5,124,24.8,40,2
Mitch Leigber,S,16,124,7.8,23,0
Jeremiah Aaron,WR,12,124,10.3,22,1
Latreal Jones,WR,10,124,12.4,59,0
Ja'Khi Douglas,WR,10,123,12.3,27,2
Tyler Warren,TE,10,123,12.3,38,3
Fred Farrier II,WR,11,123,11.2,20,1
Camden Brown,WR,9,123,13.7,49,2
Von Swinton,WR,12,122,10.2,35,0
Tyler Lavine,RB,16,122,7.6,13,0
Will Pauling,WR,12,122,10.2,30,0
Johnny Richardson,RB,22,122,5.5,25,1
Genson Hooper Price,WR,12,121,10.1,25,0
Jerome Jackson,TE,15,120,8.0,17,1
Dakereon Joyner,RB,8,120,15.0,48,1
Jack Eschenbach,TE,14,120,8.6,23,0
Henry Parrish Jr.,RB,17,120,7.1,15,2
Jermaine Brown Jr.,RB,19,120,6.3,21,0
Isaiah Garcia-Castaneda,WR,5,120,24.0,58,1
SaRodorick Thompson Jr.,RB,23,119,5.2,30,1
Ty McCullouch,WR,13,119,9.2,25,0
Harrison Waylee,RB,17,119,7.0,25,0
Caleb Hood,RB,13,119,9.2,22,1
Zach Evans,RB,12,119,9.9,23,1
Jordin Parker,WR,6,119,19.8,36,0
Kemore Gamble,TE,7,118,16.9,35,1
Jeremiah Ballard,WR,10,118,11.8,42,1
Bentley Hanshaw,TE,6,117,19.5,67,1
Ezrah Archie,WR,9,117,13.0,25,1
Dexter Boykin,WR,13,117,9.0,15,0
Cam Wiley,RB,22,117,5.3,15,0
Billy Riviere III,TE,12,117,9.8,38,1
LeQuint Allen,RB,17,117,6.9,41,1
Khalan Laborn,RB,16,116,7.3,30,0
Chuck McClelland,RB,14,116,8.3,30,0
Billy Kemp IV,WR,16,116,7.3,20,0
Walker Merrill,WR,8,116,14.5,38,3
Jaylen Thomas,RB,15,116,7.7,27,0
Kendre Miller,RB,16,116,7.3,21,0
Tanner Arkin,TE,14,116,8.3,26,0
Isaac Guerendo,RB,17,115,6.8,27,1
Mike Hollins,RB,8,114,14.3,64,0
Eugene Minter Jr.,TE,10,114,11.4,38,0
Sam Olson,TE,14,114,8.1,18,1
Jaelin Carter,WR,7,113,16.1,28,2
Jirehl Brock,RB,21,113,5.4,13,1
Kevorian Barnes,RB,10,113,11.3,42,0
Bud Tolbert,WR,14,113,8.1,26,0
Yulkeith Brown,WR,6,112,18.7,66,1
Simeon Price,RB,13,112,8.6,32,1
Alex Bauman,TE,8,112,14.0,24,1
Trent Pennix,TE,8,111,13.9,27,2
Sean Tyler,RB,12,111,9.3,76,1
Lincoln Sefcik,TE,13,111,8.5,24,1
Andrew Erickson,WR,12,110,9.2,31,0
Kris Byrd,TE,10,110,11.0,55,3
Chris Hilton Jr.,WR,7,109,15.6,51,0
Bryce Stephens,WR,9,109,12.1,54,1
Tanaka Scott,WR,8,109,13.6,52,0
Tyler Walton,WR,10,108,10.8,24,0
Tyneil Hopper,TE,13,108,8.3,30,0
Titus Swen,RB,14,108,7.7,43,0
Chris Marshall,WR,11,108,9.8,18,0
Rashod Dubinion,RB,12,108,9.0,29,1
Ben Redding,TE,13,107,8.2,20,4
Ahmon Green,TE,13,107,8.2,22,0
Elijah Green,RB,17,107,6.3,22,1
Melquan Stovall,WR,13,106,8.2,22,0
Jordan Waters,RB,16,106,6.6,19,0
Jimmy Holiday,WR,6,106,17.7,53,1
Jabari Small,RB,12,106,8.8,16,2
Lake McRee,TE,10,106,10.6,31,2
Vincent Davis Jr.,RB,12,106,8.8,22,0
Michael Vice,TE,12,105,8.8,31,1
Julian Gray,WR,11,105,9.5,24,0
Joshua Lingenfelter,TE,3,105,35.0,44,0
Chris Bell,WR,7,105,15.0,29,0
Peyton Sawyer,WR,6,104,17.3,53,1
Anthony Grant,RB,18,104,5.8,19,0
Chauncey Magwood,WR,7,104,14.9,26,1
Kyle Maxwell,WR,12,104,8.7,19,0
Charles Hall IV,WR,9,104,11.6,23,0
Braelon Allen,RB,13,104,8.0,39,0
Jay Ducker,RB,12,103,8.6,37,0
Kendrick Law,WR,8,103,12.9,39,0
D.J. Jones,DB,12,102,8.5,42,1
Jaivian Lofton,WR,10,102,10.2,34,2
Solomon Enis,WR,12,101,8.4,16,1
Devonte Lee,RB,13,101,7.8,26,0
Daijun Edwards,RB,14,101,7.2,21,0
Will Pelissier,WR,8,101,12.6,48,1
Jacob Munro,TE,9,101,11.2,24,0
Chancellor Brewington,TE,11,100,9.1,45,1
Gavin Schoenwald,TE,9,100,11.1,27,3
JuTahn McClain,RB,18,100,5.6,31,1
Dylan Downing,RB,12,100,8.3,15,0
Mason Tharp,TE,12,100,8.3,21,2
Brenden Bates,TE,10,99,9.9,23,1
Romello Brinson,WR,7,99,14.1,58,0
Jacob Gill,WR,7,99,14.1,47,1
Nick Cenacle,WR,8,99,12.4,33,0
Chris Brooks,RB,10,98,9.8,27,0
Tyler Hunt,TE,15,98,6.5,18,0
Tahj Magee,WR,9,98,10.9,34,2
Montorie Foster Jr.,WR,7,98,14.0,25,1
DJ Giddens,RB,8,98,12.3,36,0
Louis Brown IV,WR,12,98,8.2,24,0
Jaylen Jenkins,RB,13,98,7.5,45,2
Raymond James,WR,13,97,7.5,14,0
Michael Allen,RB,11,97,8.8,34,1
Hinckley Ropati,RB,6,97,16.2,48,1
NyNy Davis,WR,14,97,6.9,14,0
Elijah Queen,TE,10,96,9.6,26,0
Andrew Sowinski,WR,9,96,10.7,24,0
Dallas Dixon,WR,6,96,16.0,43,0
Patrick Herbert,TE,6,95,15.8,40,1
Jayden Harrison,WR,12,95,7.9,28,1
Daniel Hishaw Jr.,RB,3,95,31.7,73,1
John Dunmore,WR,9,95,10.6,26,0
Kris Leach,TE,8,94,11.8,23,0
Marquez Cooper,RB,8,94,11.8,27,0
Diante Vines,WR,10,94,9.4,15,0
Liam Soraghan,TE,11,93,8.5,17,3
Samson Evans,RB,15,93,6.2,11,0
Kevin Terry,WR,8,93,11.6,30,0
Elijah Collins,RB,14,93,6.6,22,0
Nate Muersch,TE,9,93,10.3,30,1
Darius Bracy,RB,16,92,5.8,20,2
Mac Dalena,WR,10,92,9.2,24,1
Peyton Higgins,WR,5,92,18.4,39,1
Andrew Henry,RB,11,92,8.4,29,1
Bryce Williams,RB,11,91,8.3,19,0
Brian Battie,RB,14,91,6.5,31,0
Taji Johnson,WR,9,91,10.1,32,0
Trent Battle,RB,7,91,13.0,21,0
Markus Allen,WR,7,91,13.0,19,1
Malachi Thomas,RB,13,91,7.0,23,1
DeMarcus Harris,WR,4,90,22.5,58,0
Brandon Campbell,RB,15,90,6.0,35,0
Dylan Leonard,TE,11,90,8.2,19,0
Malachi Holt-Bennett,WR,6,90,15.0,28,0
Austin Evans,TE,7,90,12.9,24,1
Jalen Preston,WR,7,89,12.7,20,1
Karter Johnson,TE,6,89,14.8,41,0
Nolan Groulx,WR,7,89,12.7,26,0
Liam Clifford,WR,8,89,11.1,20,0
Keelan Marion,WR,4,89,22.3,37,1
Richard Reese,RB,13,89,6.8,17,0
Connor Blumrick,TE,8,88,11.0,16,0
Luke Ford,TE,10,88,8.8,18,0
Quinton Patten,WR,9,88,9.8,22,0
Kyle Van Leeuwen,WR,8,88,11.0,31,1
Dane Kinamon,WR,2,88,44.0,80,1
Trent Whittemore,WR,4,87,21.8,33,0
Trevor Borland,TE,11,87,7.9,14,0
Brody Brecht,WR,9,87,9.7,19,0
Jalen May,WR,2,87,43.5,89,1
Solomon Vanhorse,RB,6,86,14.3,46,1
Dallin Holker,TE,9,86,9.6,19,1
Blake Nowell,WR,6,86,14.3,44,0
Matt Sykes,WR,6,86,14.3,27,1
Braydon Bennett,RB,4,86,21.5,41,0
JR Wilson,WR,8,86,10.8,15,0
Clay Geary,WR,6,85,14.2,26,1
Luke Benson,TE,9,85,9.4,19,0
Jawhar Jordan,RB,10,85,8.5,15,0
Rashod Owens,WR,6,85,14.2,41,0
Shamar Garrett,RB,9,85,9.4,27,1
Bugs Mortimer,WR,14,85,6.1,15,0
Nicholas Singleton,RB,11,85,7.7,22,1
Deion Smith,RB,11,84,7.6,41,0
Cam Johnson,WR,10,84,8.4,16,0
Jeremy Tate Jr.,WR,8,84,10.5,34,1
Deneric Prince,RB,9,84,9.3,19,1
Peny Boone,RB,10,84,8.4,28,0
Davion Ervin-Poindexter,RB,15,84,5.6,34,0
Trae Hall,WR,8,83,10.4,21,0
Marcus Bellon,WR,5,83,16.6,52,1
Colin O'Brien,TE,4,83,20.8,46,0
Tony Grimes Jr.,WR,10,83,8.3,16,0
Myles Bailey,RB,9,83,9.2,22,1
Jaylan Knighton,RB,9,82,9.1,41,0
Dariyan Wiley,WR,7,82,11.7,25,0
Eli Wilson,TE,10,82,8.2,27,1
Dekel Crowdus,WR,4,82,20.5,50,0
Carsen Ryan,RB,6,82,13.7,26,0
Ethan Payne,RB,10,82,8.2,15,0
Jaylin Lucas,RB,16,82,5.1,25,0
Thomaz Whitford,TE,12,82,6.8,14,2
Tylan Hines,RB,9,82,9.1,29,0
Messiah Travis,WR,9,81,9.0,13,1
Shedro Louis,RB,9,81,9.0,21,0
Leo Blackburn,WR,5,81,16.2,37,1
Jaquez Moore,RB,7,81,11.6,32,0
Marion Lukes,RB,5,81,16.2,37,1
Sherod White,RB,9,80,8.9,27,0
Craig Williams,RB,11,80,7.3,39,1
Lopini Katoa,RB,10,80,8.0,12,0
Blake Corum,RB,11,80,7.3,41,1
Andrel Anthony,WR,7,80,11.4,29,1
Tre Watson,TE,8,80,10.0,17,0
Jackson Canaan,TE,8,80,10.0,26,1
Drue Jackson,WR,9,79,8.8,21,0
Terrell Timmons Jr.,WR,3,79,26.3,43,1
Boden Groen,TE,9,79,8.8,16,0
Elijah Mojarro,TE,8,78,9.8,20,0
Leshon Williams,RB,11,78,7.1,15,0
Max Bredeson,TE,5,78,15.6,56,0
Marlon Gunn Jr.,RB,14,77,5.5,14,0
Braylen Walker,WR,4,77,19.3,48,1
Ronald Awatt,RB,6,76,12.7,34,0
Gavin Sharp,TE,5,76,15.2,47,0
Chase Lane,WR,7,76,10.9,25,0
Noah Cain,RB,9,76,8.4,20,0
Ian Stewart,WR,7,76,10.9,15,2
Kenny Tracy,RB,12,76,6.3,13,1
Ollie Gordon II,RB,12,76,6.3,14,2
Christian Washington,RB,12,76,6.3,27,0
Cameron Montgomery,RB,8,75,9.4,35,0
Dante Zanders,TE,10,75,7.5,12,0
Courtney Reese,RB,14,75,5.4,18,0
Hayden Rucci,TE,6,75,12.5,15,1
AJ Green,RB,6,75,12.5,30,0
Makai Cope,WR,7,75,10.7,21,1
Demick Starling,WR,3,75,25.0,40,0
EJ Wilson Jr.,RB,19,75,3.9,13,0
Joshua Youngblood,WR,6,74,12.3,22,0
Ryan Davis,WR,6,74,12.3,36,0
Chandler Pittman,RB,5,74,14.8,53,1
Emmanual Stevenson,TE,13,74,5.7,15,0
Kye Robichaux,RB,13,74,5.7,17,0
Boobie Curry,WR,6,73,12.2,20,0
Jackson Acker,RB,5,73,14.6,28,1
Seth Jones,WR,7,73,10.4,18,0
Rodney Hammond Jr.,RB,6,73,12.2,49,0
Duece Jones,WR,5,73,14.6,26,0
Dequan Stanley,WR,1,73,73.0,73,1
Omni Wells,RB,14,73,5.2,17,0
Dalen Cobb,WR,8,73,9.1,17,0
Michel Dukes,RB,8,72,9.0,35,0
Keshawn Wicks,RB,13,72,5.5,21,0
Koali Nishigaya,WR,6,72,12.0,17,0
Rayvante Embry,TE,5,72,14.4,28,0
Maurice Turner,RB,12,72,6.0,24,0
Beau Corrales,WR,6,71,11.8,15,0
Rahjai Harris,RB,9,71,7.9,19,1
Chris Carpenter,WR,10,71,7.1,22,0
Michael Hetzel,WR,5,71,14.2,22,0
Christian Moss,WR,6,71,11.8,21,0
Jamoni Jones,RB,6,71,11.8,39,1
Jordan Murray,TE,10,70,7.0,13,0
RJ Garcia II,WR,7,70,10.0,25,1
E.J. Williams Jr.,WR,7,70,10.0,14,0
Tsion Nunnally,WR,7,70,10.0,39,0
Craig Burt Jr.,WR,4,70,17.5,25,0
Mason Starling,WR,7,70,10.0,17,0
Ta'ir Brooks,WR,2,70,35.0,62,0
Will Jones,RB,9,69,7.7,33,0
Langston Anderson,WR,4,69,17.3,26,0
Jonathan Odom,TE,7,69,9.9,21,2
Alex Brown,WR,6,69,11.5,32,1
Holden Willis,WR,6,69,11.5,24,1
Cartevious Norton,RB,12,69,5.8,23,0
Micah Kelly,RB,12,68,5.7,20,1
Artez Hooker,WR,9,68,7.6,15,0
Zach Jackson,WR,9,67,7.4,17,0
Dee Wiggins,WR,4,67,16.8,23,0
Juma Otoviano,RB,4,67,16.8,48,1
Tucker Gregg,RB,6,67,11.2,16,0
Seven McGee,WR,11,67,6.1,15,0
Justin Ball,TE,5,67,13.4,36,0
Cam McCormick,TE,10,66,6.6,17,3
Jalen Holston,RB,10,66,6.6,20,0
Raymond Niro III,WR,5,66,13.2,41,2
Scoobie Ford,WR,8,66,8.3,19,0
Mike O'Laughlin,TE,5,66,13.2,32,0
Steven Fiso,WR,3,66,22.0,27,1
Nathaniel Peat,RB,10,66,6.6,12,1
Will Nixon,RB,7,66,9.4,18,0
Trey Cooley,RB,9,66,7.3,17,1
Elijah Arroyo,TE,5,66,13.2,29,0
Trevor Etienne,RB,9,66,7.3,26,0
Ryan Montgomery,RB,4,65,16.3,30,0
Saan Lewis,WR,6,65,10.8,21,1
Emari Demercado,RB,13,65,5.0,18,1
Trevor Kardell,TE,5,65,13.0,22,1
DJ Williams,RB,5,65,13.0,26,0
Jackson Meeks,WR,6,65,10.8,18,0
Marquis Crosby,RB,9,65,7.2,38,0
Gage Haskin,TE,4,65,16.3,27,0
Bryce Bohanon,WR,4,65,16.3,24,0
Marqeese Dietz,WR,5,65,13.0,25,0
Brody Belt,WR,7,64,9.1,21,1
Anthony Torres,TE,5,64,12.8,23,0
Kendall Milton,RB,5,64,12.8,35,1
Javion Posey,WR,5,64,12.8,26,0
Deuce Spann,WR,8,64,8.0,20,0
Drew Swinney,WR,8,63,7.9,17,0
Malik Jackson,RB,16,63,3.9,12,0
Miller Gibbs,TE,7,63,9.0,13,3
Blair Conwright,WR,5,63,12.6,17,0
E.J. Smith,RB,8,63,7.9,15,1
Avery Morrow,RB,18,63,3.5,16,0
Brody Dalton,TE,4,63,15.8,32,0
Malique Dieudonne,WR,5,63,12.6,28,0
Wayne Knight,RB,5,63,12.6,32,0
Peje' Harris,TE,6,62,10.3,23,0
Blue Smith,WR,5,62,12.4,23,0
Matt Salerno,WR,5,62,12.4,31,1
Justice Ellison,RB,6,62,10.3,22,0
Nick Nash,WR,6,62,10.3,17,1
Jay'juan Townsend,WR,4,62,15.5,30,0
Anton Hall Jr.,RB,1,62,62.0,62,1
Jacquon Gibson,WR,4,62,15.5,29,0
Ty Jones,WR,6,61,10.2,21,0
Henry Teeter,TE,6,61,10.2,23,1
A.J. Abbott,WR,5,61,12.2,31,1
Marcus Major,RB,8,61,7.6,24,1
Khafre Brown,WR,4,61,15.3,20,0
Delbert Mimms III,RB,5,61,12.2,30,1
Antonio Harmon,TE,5,61,12.2,16,0
Devin Boddie Jr.,WR,3,61,20.3,38,0
Oscar Delp,TE,5,61,12.2,28,1
Kelsey Johnson,TE,9,61,6.8,14,1
Damien Martinez,RB,4,61,15.3,30,0
Quentin Moore,TE,5,61,12.2,25,0
Jordan Byrd,RB,10,60,6.0,16,1
A.J. Henning,WR,9,60,6.7,16,0
Ja'Quavion Fraziars,WR,5,60,12.0,19,1
Zuberi Mobley,RB,7,60,8.6,22,1
Isaiah Jones,WR,4,60,15.0,25,1
Richard Newton,RB,3,59,19.7,36,1
Gunner Romney,WR,5,59,11.8,34,0
Skylar Loving-Black,TE,6,59,9.8,32,2
Isaiah Washington,WR,3,59,19.7,43,1
Cole Wright,WR,2,59,29.5,47,0
Jamire Calvin,WR,11,58,5.3,9,1
Stephen Martin,WR,4,58,14.5,34,1
Eric Marsh,TE,4,58,14.5,25,1
Malachi Fields,WR,5,58,11.6,15,1
Zay Franks,CB,1,58,58.0,58,1
Montrell Johnson Jr.,RB,12,58,4.8,18,1
Anthony Smith,WR,2,58,29.0,40,1
Sutton Smith,RB,4,58,14.5,24,0
OJ Arnold,RB,10,58,5.8,19,1
Braden Cassity,FB,5,57,11.4,38,0
Yusuf Terry,WR,7,57,8.1,14,0
King Doerue,RB,6,57,9.5,32,0
Kalvin Souders,WR,4,57,14.3,18,0
Bryce Bailey,WR,6,57,9.5,19,0
Alex Fontenot,RB,6,56,9.3,16,0
Steven Anderson,RB,3,56,18.7,40,0
Kobe Lewis,RB,7,56,8.0,17,0
Demarcus Jones,WR,3,56,18.7,36,0
JJ Henry,WR,5,56,11.2,22,0
Cedd Seabrough,TE,9,56,6.2,18,1
Ja'Quez Cross,RB,10,56,5.6,15,0
Omari Kelly,WR,3,56,18.7,25,0
Anthony Simpson,WR,4,56,14.0,51,0
Jonah Morris,WR,4,55,13.8,21,0
La'Darius Jefferson,RB,5,55,11.0,25,0
Justin Richard Baker,WR,1,55,55.0,55,1
Kole Taylor,TE,5,55,11.0,26,0
Omari Evans,WR,5,55,11.0,32,1
Ross Fournet,WR,9,55,6.1,19,0
Tyler Stephens,TE,5,54,10.8,28,1
Traevon Kenion,TE,3,54,18.0,21,1
Tyson Davis,WR,3,54,18.0,36,1
Jaden Bray,WR,5,54,10.8,24,0
Tyrese Mack,WR,6,54,9.0,19,0
Quinton Jackson,RB,2,54,27.0,34,0
Chuuky Hines,WR,7,54,7.7,23,0
Daniyel Ngata,RB,9,53,5.9,14,0
Darren Wilson Jr.,WR,3,53,17.7,39,0
Khalil Dinkins,TE,4,53,13.3,28,1
Mudia Reuben,WR,5,53,10.6,18,2
Jacolby Hewitt,WR,4,52,13.0,33,0
Demontrez Brown,WR,4,52,13.0,28,0
Cadarrius Thompson,WR,5,52,10.4,29,0
