DeShawn Gaddie Jr.,CB,44,18,62,0.0,0,12,0,0,0,0,1
Tyler Rudolph,DB,37,25,62,0.0,0,5,2,0,0,0,2
JL Skinner,S,36,26,62,0.0,0,4,4,30,16,0,0
Dwight Toombs,S,36,26,62,0.0,0,4,3,62,49,0,0
Justin Barron,DB,41,21,62,1.0,7,1,0,0,0,0,0
Micah Harper,S,35,27,62,0.0,0,3,0,0,0,0,2
Deshawn Pace,DB,31,31,62,1.0,7,1,1,18,18,1,0
Dante Trader Jr.,DB,34,28,62,0.0,0,4,2,46,23,0,0
Terry Jones,S,21,41,62,1.0,7,1,2,0,0,0,1
Jeffrey Bassa,LB,31,31,62,2.0,15,0,2,33,33,0,0
Chris Paul Jr.,LB,38,24,62,4.0,31,0,0,0,0,0,0
Jordan Lovett,DB,36,26,62,0.0,0,3,2,34,34,0,0
K.C. Ossai,LB,20,42,62,0.0,0,1,0,0,0,0,1
Will Ignont,LB,32,29,61,0.0,0,3,0,0,0,0,0
Zack Sanders,CB,41,20,61,1.0,8,5,3,52,52,0,0
Nate Bauer,S,33,28,61,1.0,6,4,2,-3,-3,0,0
Tyree Wilson,DE,36,25,61,7.0,47,0,0,0,0,0,1
Jay Stanley,S,27,34,61,1.5,9,7,5,17,17,0,3
Patrick McMorris,S,28,33,61,0.0,0,5,1,0,0,0,0
Edgerrin Cooper,LB,33,28,61,0.0,0,5,1,0,0,0,1
Trent Simms,S,35,26,61,0.0,0,2,2,1,1,0,0
Billy Bowman Jr.,DB,37,24,61,0.0,0,5,3,11,8,0,1
Jardin Gilbert,DB,38,23,61,0.0,0,4,2,13,13,0,0
Marquis Waters,DB,41,19,60,1.0,11,1,1,11,11,0,0
Cam Bright,LB,31,29,60,2.5,27,0,1,0,0,0,0
Anthony Johnson Jr.,S,41,19,60,0.0,0,4,2,0,0,0,1
Jaylen Key,S,41,19,60,1.0,7,1,3,89,45,0,2
Stephan Blaylock,S,41,19,60,2.0,12,0,1,29,29,0,0
Cam Dillon,LB,29,31,60,3.0,37,1,0,0,0,0,2
Owen Porter,DL,22,38,60,9.5,60,2,1,4,4,0,2
Tre Jenkins,S,43,17,60,2.0,15,5,2,22,22,0,0
Chris Smith II,S,43,17,60,1.0,13,5,3,29,22,0,1
Jowon Briggs,DE,17,43,60,3.0,19,0,0,0,0,0,0
Craig Young,LB,42,18,60,4.5,23,3,1,13,13,0,1
Jordan Burch,LB,32,28,60,3.5,28,3,0,0,0,0,0
Derick Hall,DE,41,19,60,6.5,36,0,1,19,19,0,2
Jeremy Lewis,LB,30,30,60,4.5,33,1,0,0,0,0,0
Kendy Charles,DT,28,32,60,5.5,49,1,0,0,0,0,1
Gabriel Taylor,S,39,21,60,0.0,0,5,2,93,91,1,2
Donovan Ezeiruaku,DE,34,26,60,7.5,52,2,0,0,0,0,3
James Jackson,LB,29,31,60,1.0,6,1,0,0,0,0,0
Francisco Mauigoa,LB,34,26,60,3.5,22,1,1,95,95,1,3
Jaylen Wester,LB,33,27,60,1.0,9,1,1,18,18,0,0
Shanon Reid,LB,43,16,59,1.0,9,1,2,7,6,0,0
Ezekiel Noa,LB,35,24,59,4.5,30,2,2,67,52,0,3
Sydney Brown,S,40,19,59,1.0,6,7,6,86,47,1,1
Nasir Peoples,S,30,29,59,0.0,0,1,0,0,0,0,0
Jamal Hines,LB,23,36,59,6.5,49,6,0,0,0,0,1
Treshawn Chamberlain,S,33,26,59,0.0,0,1,1,6,6,0,0
Jack Kiser,LB,28,31,59,2.5,10,0,0,0,0,0,2
Kaleo Neves,LB,31,28,59,1.5,12,3,0,0,0,0,1
Jer'Zhan Newton,DL,28,31,59,5.5,50,3,0,0,0,0,0
James Williams,S,39,20,59,0.0,0,6,1,0,0,0,1
Jonah Tavai,DL,31,28,59,10.5,80,0,0,0,0,0,0
Kamren Kinchens,S,34,25,59,0.0,0,5,6,99,99,1,1
Jaishawn Barham,LB,35,24,59,4.0,20,1,0,0,0,0,1
Marques Buford Jr.,DB,36,23,59,0.0,0,3,2,0,0,0,0
CJ Taylor,LB,33,26,59,1.0,9,5,1,0,0,0,0
Jailin Walker,LB,29,30,59,1.0,4,5,3,73,29,2,0
Kenard Snyder,DE,34,25,59,1.0,3,0,0,0,0,0,0
Zachary Ford,S,29,29,58,2.0,9,6,1,11,11,0,0
Daniel Green,LB,38,20,58,2.0,12,2,2,50,49,0,0
CJ Onyechi,DL,34,24,58,3.5,13,0,0,0,0,0,1
Jordan Howden,S,40,18,58,0.0,0,5,2,0,0,0,0
Braden Fiske,DL,31,27,58,6.0,43,2,0,0,0,0,2
DeAndre Square,LB,27,31,58,1.0,1,3,1,8,8,0,0
Wayne Jones,DB,31,27,58,0.0,0,2,2,-1,-1,0,1
Jaylon Allen,DL,28,30,58,5.0,34,1,1,39,39,1,0
Jaylen McCollough,DB,38,20,58,0.0,0,2,0,0,0,0,0
Renardo Green,DB,42,16,58,0.0,0,5,0,0,0,0,0
Mike Sainristil,DB,38,20,58,2.0,9,7,1,8,8,0,0
BJ Ojulari,LB,36,22,58,5.5,33,0,0,0,0,0,1
Tiawan Mullen,CB,38,20,58,0.0,0,8,2,0,0,0,1
Lonnie Phelps,LB,46,12,58,7.0,40,1,0,0,0,0,2
Jalen Jordan,CB,36,22,58,0.0,0,0,0,0,0,0,0
Mohamoud Diabate,LB,32,26,58,5.0,37,1,0,0,0,0,1
Millard Bradford,S,41,17,58,0.0,0,8,1,36,36,1,0
Jayden Goodwin,S,30,28,58,0.0,0,4,2,30,16,0,2
Bryon Threats,S,37,21,58,1.5,3,2,2,28,28,0,0
Durrell Johnson,LB,39,19,58,9.0,64,4,1,0,0,0,1
Malik Mustapha,DB,32,26,58,3.5,25,3,0,0,0,0,2
Eddie Smith,S,35,23,58,0.0,0,6,2,15,15,0,0
Kobe Savage,S,45,13,58,0.0,0,0,3,3,3,0,1
Thabo Mwaniki,DB,36,21,57,0.0,0,1,1,19,19,0,1
KJ Robertson,LB,21,36,57,0.0,0,0,1,61,61,0,0
Chad Bailey,LB,39,18,57,2.5,9,3,0,0,0,0,1
Trevon Flowers,DB,34,23,57,1.0,12,1,2,0,0,0,2
Max Tooley,LB,33,24,57,1.0,1,1,3,67,34,2,1
BeeJay Williamson,DB,40,17,57,0.0,0,3,1,0,0,0,1
Alex Austin,CB,42,15,57,1.0,11,10,2,42,42,1,0
Christian Roland-Wallace,CB,41,16,57,0.0,0,6,0,0,0,0,1
DeVonne Harris,DE,30,27,57,8.5,43,1,0,0,0,0,0
Charles Arnold Jr.,S,28,29,57,0.0,0,5,1,0,0,0,0
Tre Hawkins III,CB,44,13,57,0.0,0,6,2,0,0,0,2
Key Lawrence,DB,34,23,57,0.0,0,3,1,0,0,0,2
Thomas Incoom,LB,33,24,57,11.5,72,0,0,0,0,0,1
Bradley Jennings Jr.,LB,23,33,56,1.0,7,5,0,0,0,0,0
Byron Vaughns,DE,23,33,56,2.0,12,0,0,0,0,0,1
Cecil Singleton Jr.,DB,35,21,56,2.0,16,5,1,0,0,0,3
Antonio Clary,S,31,25,56,1.0,3,1,1,26,26,0,1
Collin Duncan,S,28,28,56,2.0,18,4,1,13,13,0,2
Kamo'i Latu,S,39,17,56,2.0,14,3,2,32,32,0,1
Jamal Potts,DB,34,22,56,1.0,1,5,0,0,0,0,1
Jay Ward,S,40,16,56,0.0,0,4,1,18,18,0,0
Koby Perry,DB,33,23,56,0.0,0,1,0,0,0,0,0
Shane Bruce,LB,15,41,56,0.5,3,1,0,0,0,0,0
Desmond Igbinosun,DB,35,21,56,0.0,0,4,0,0,0,0,1
Corey Flagg Jr.,LB,34,22,56,2.5,17,1,0,0,0,0,0
Johnathan Baldwin,DB,37,19,56,0.0,0,6,1,15,15,0,1
Abdul Carter,LB,36,20,56,6.5,60,4,0,0,0,0,2
Robert Rahimi,S,24,32,56,0.0,0,0,5,38,24,0,0
Trey Moore,LB,28,28,56,8.0,58,5,0,0,0,0,2
Morice Norris Jr.,S,36,20,56,1.0,9,6,0,0,0,0,0
Kyle Pugh,LB,19,36,55,0.0,0,1,0,0,0,0,0
Jahmin Muse,S,33,22,55,2.0,16,3,1,51,51,0,3
Latavious Brini,S,32,23,55,0.0,0,1,1,5,5,0,1
Reggie Pearson,DB,44,11,55,0.0,0,4,2,36,25,0,0
Lance Boykin,CB,33,22,55,1.0,7,7,2,0,0,0,1
Nesta Jade Silvera,DT,19,36,55,0.5,4,3,0,0,0,0,1
Ronald Kent Jr.,DB,36,19,55,1.0,9,10,0,0,0,0,0
Adam Plant,DL,32,23,55,7.0,50,0,0,0,0,0,3
Khali Saunders,LB,26,29,55,1.5,12,2,1,0,0,0,0
Gervon Dexter Sr.,DT,22,33,55,2.0,6,1,1,0,0,0,0
Tyler Nubin,DB,37,18,55,0.0,0,3,4,43,32,0,1
Nicholas Straw,LB,26,29,55,1.5,10,12,1,18,18,0,0
Noah Sewell,LB,24,31,55,1.5,13,3,1,0,0,0,0
Gerrell Johnson,LB,29,26,55,0.0,0,1,0,0,0,0,1
Teagan Wilk,S,36,19,55,0.0,0,5,0,0,0,0,0
De'Rickey Wright,S,33,22,55,0.0,0,6,3,41,35,0,0
Jordyn Morgan,DB,31,24,55,0.0,0,6,2,41,41,0,0
Jaylen Mahoney,DB,37,18,55,1.0,9,4,1,0,0,0,0
Kevin Wood,LB,26,29,55,1.0,8,1,1,8,8,0,0
Brandon Johnson,NT,30,25,55,5.5,43,7,2,29,29,1,2
Devin Lemear,S,33,22,55,0.0,0,4,2,52,31,0,1
T.J. Jackson,DE,23,32,55,8.0,56,2,0,0,0,0,2
Josh Minkins,DB,39,16,55,1.0,9,3,1,38,38,0,1
Tamarion McDonald,DB,38,17,55,0.0,0,6,2,5,5,0,0
Drue Watts,LB,38,17,55,3.0,19,0,1,19,19,0,0
Wilson Huber,LB,21,33,54,1.0,6,1,0,0,0,0,0
Keion White,DE,29,25,54,7.5,49,1,0,0,0,0,0
Jacorey Crawford,LB,36,18,54,0.0,0,1,1,0,0,0,0
Jontrey Hunter,LB,30,24,54,2.0,15,2,2,77,77,1,2
Cam Jones,LB,24,30,54,1.0,7,1,0,0,0,0,1
John Torchio,S,31,23,54,1.0,6,6,5,149,100,2,0
Walter Yates III,LB,33,21,54,1.5,12,0,0,0,0,0,0
Mello Dotson,CB,41,13,54,0.0,0,6,2,18,13,0,0
Kris Jenkins,DL,29,25,54,2.0,6,0,0,0,0,0,0
Ladarius Tennison,S,29,25,54,1.0,9,2,0,0,0,0,0
Tyon Davis,CB,40,14,54,0.0,0,12,2,0,0,0,2
Trevin Wallace,LB,33,21,54,2.5,14,0,2,19,19,0,0
Eavan Gibbons,DE,29,25,54,1.0,8,1,0,0,0,0,2
Tyriq Mack,DB,39,15,54,0.0,0,2,1,3,3,0,0
Tyrus Wheat,LB,25,29,54,6.0,36,2,1,0,0,0,0
Jimmy Ciarlo,LB,22,32,54,0.0,0,2,0,0,0,0,0
Aaron Lewis,DL,20,34,54,1.5,9,0,0,0,0,0,1
Darrian Lewis,CB,30,24,54,1.0,8,6,1,20,20,0,0
Ernest Hausmann,LB,36,18,54,1.0,3,0,0,0,0,0,0
Abe Camara,S,43,11,54,0.0,0,6,1,0,0,0,1
Jerrae Williams,DB,33,21,54,1.0,10,1,2,12,12,0,0
Jacob Manu,LB,27,27,54,1.0,3,2,0,0,0,0,0
DQ Smith,DB,40,14,54,1.0,3,6,2,50,47,1,1
Isaiah Johnson,DB,14,2,16,0.0,0,2,0,0,0,0,0
Exree Loe,LB,33,20,53,0.0,0,2,0,0,0,0,0
Reynard Ellis,LB,29,24,53,1.5,9,2,0,0,0,0,0
Andre' Sam,S,32,21,53,0.0,0,7,1,0,0,0,0
Mekhi LaPointe,DB,38,15,53,1.0,4,1,1,12,12,0,1
Hunter Echols,DL,26,27,53,4.5,31,2,0,0,0,0,2
Layton Jordan,LB,37,16,53,9.0,47,1,2,76,41,2,3
Ovie Oghoufo,DE,20,33,53,1.5,6,3,0,0,0,0,1
Jeremy Banks,LB,33,20,53,0.0,0,4,0,0,0,0,1
Vince Sanford,LB,26,27,53,6.5,39,2,0,0,0,0,0
Joseph Charleston,DB,39,14,53,1.0,8,2,1,29,29,1,0
KJ Martin,DB,30,23,53,0.0,0,1,1,0,0,0,0
Tre'Mon Morris-Brash,DE,30,23,53,6.0,37,4,0,0,0,0,1
Keondre Swoopes,S,33,20,53,0.0,0,4,1,0,0,0,0
Devyn Curtis,LB,22,31,53,1.0,0,4,0,0,0,0,1
Keith Randolph Jr.,DL,24,29,53,4.5,28,1,1,12,12,0,0
Angelo Grose,DB,25,28,53,0.0,0,4,0,0,0,0,0
Akeem Dent,DB,29,24,53,0.0,0,4,0,0,0,0,0
Logan Lee,DL,21,32,53,3.0,24,3,0,0,0,0,0
Ronnie Hickman Jr.,S,26,27,53,0.0,0,7,1,8,8,0,1
Ryan Henry,LB,23,30,53,4.0,26,0,1,5,5,0,1
Andrew Mukuba,S,31,22,53,0.0,0,3,1,0,0,0,0
Henry Blackburn,CB,30,23,53,1.0,8,8,1,0,0,0,2
Josh Celiscar,DE,32,21,53,3.0,14,1,0,0,0,0,3
Naki Mateialona,LB,36,17,53,2.0,15,0,0,0,0,0,0
Ryan Watts,DB,35,18,53,1.0,10,3,1,0,0,0,0
Robert Kennedy III,DB,33,20,53,0.0,0,6,1,24,24,0,2
Geo Howard,CB,38,15,53,0.0,0,6,1,-2,-2,0,0
JonJon Vaughns,LB,28,25,53,0.0,0,5,2,13,10,0,0
Keionte Scott,CB,35,18,53,1.0,4,3,1,0,0,0,0
Victor Jones,DL,24,28,52,5.5,43,3,0,0,0,0,0
Lummie Young IV,S,34,18,52,0.0,0,3,1,6,6,0,0
Montre Miller,CB,40,12,52,0.0,0,8,2,0,0,0,1
Erick Hallett,CB,40,12,52,0.0,0,9,3,1,1,0,2
Marvin Grant,S,34,18,52,0.0,0,1,0,0,0,0,1
Jeremiah Jean-Baptiste,LB,37,15,52,1.0,3,4,0,0,0,0,1
Solomon Rogers,S,32,20,52,0.0,0,1,1,0,0,0,0
Curtis Jacobs,LB,29,23,52,4.0,29,2,1,47,47,1,1
Dwight McGlothern,DB,43,9,52,0.0,0,10,4,48,51,0,2
Asa Turner,S,33,19,52,0.0,0,1,2,2,2,0,0
LaMiles Brooks,DB,34,18,52,0.0,0,7,3,37,37,1,0
Kevon Darton,DL,31,21,52,0.0,0,0,0,0,0,0,0
Cameron Mitchell,CB,38,14,52,1.0,22,7,1,33,33,0,1
Jalen Graham,LB,37,15,52,1.0,14,5,1,29,29,0,1
James Carpenter,DL,15,37,52,5.5,34,3,0,0,0,0,0
Alijah Clark,DB,29,23,52,0.0,0,2,0,0,0,0,0
John Saunders Jr.,CB,34,18,52,0.0,0,10,2,7,7,0,1
Tyler Batty,DE,29,23,52,2.0,19,0,0,0,0,0,0
JB Brown,LB,32,20,52,1.5,11,1,0,0,0,0,3
Chandler Rivers,CB,33,19,52,0.5,3,6,1,0,0,0,0
Torrie Cox Jr.,CB,37,15,52,0.0,0,6,3,39,24,0,2
Jaiden Cole,DB,26,25,51,3.5,29,3,1,12,12,0,1
Cyrus Fagan,S,30,21,51,0.0,0,6,3,30,30,0,0
Anthony Johnson,CB,34,17,51,0.0,0,12,2,0,0,0,0
Derrek Pitts,CB,38,13,51,0.0,0,6,0,0,0,0,0
Jalen Harris,LB,22,29,51,3.5,23,3,0,0,0,0,1
Tariq Drake,S,32,19,51,0.0,0,4,3,29,29,0,1
KJ Henry,DE,26,25,51,3.5,31,6,0,0,0,0,1
Kendall Williamson,S,32,19,51,0.0,0,2,1,0,0,0,1
Daniel Grzesiak,LB,23,28,51,8.5,56,2,0,0,0,0,2
Chance Bates,LB,20,31,51,0.0,0,1,1,11,11,0,0
Sam Lockett III,DB,22,29,51,0.0,0,3,3,67,36,0,0
Kei'Trel Clark,CB,35,16,51,1.0,5,4,1,46,46,1,0
Kamal Hadden,DB,30,21,51,0.0,0,3,2,5,5,0,1
Myles Jernigan,LB,21,30,51,4.0,22,1,0,0,0,0,1
Marist Liufau,LB,22,29,51,0.5,3,1,1,0,0,0,0
Martez Manuel,DB,36,15,51,4.0,24,2,0,0,0,0,1
Deontae Lawson,LB,24,27,51,0.0,0,4,0,0,0,0,0
Logan Wilson,S,32,19,51,0.0,0,5,2,14,11,0,1
Jonathan McGill,S,28,23,51,1.0,7,7,1,0,0,0,0
Ty'Reke James,S,22,29,51,0.0,0,2,1,0,0,0,1
Bryce Steele,LB,24,27,51,2.0,12,0,0,0,0,0,1
Donte Kent,DB,39,12,51,1.0,19,15,0,0,0,0,1
Jakob Robinson,CB,34,17,51,0.0,0,5,1,0,0,0,0
Will Anderson Jr.,LB,24,27,51,10.0,58,1,1,25,25,1,0
Christian Gonzalez,CB,35,16,51,0.0,0,7,4,118,77,0,0
Jaden Dolphin,LB,19,32,51,0.0,0,2,0,0,0,0,0
Rodney Robinson,S,37,14,51,0.0,0,4,3,0,0,0,0
Meki Pei,DB,35,16,51,1.5,9,3,0,0,0,0,0
Jalen Williams,DB,0,4,4,0.0,0,0,0,0,0,0,0
Jordan Pollard,LB,27,24,51,0.0,0,0,1,10,10,0,0
Chase Monroe,LB,24,26,50,0.0,0,1,0,0,0,0,0
Kivon Bennett,LB,23,27,50,5.5,24,2,0,0,0,0,2
Alii Matau,LB,31,19,50,5.5,35,2,1,1,1,0,0
Tyler Bird,LB,28,22,50,1.0,7,1,1,12,12,0,0
Jaden Dedman,DB,41,9,50,1.0,5,8,0,0,0,0,0
Jalen Green,DL,9,13,22,2.5,14,0,1,0,0,0,0
Josh DeBerry,DB,39,11,50,0.0,0,4,1,0,0,0,0
Jamal Hill,DB,35,15,50,0.0,0,3,0,0,0,0,1
Tre Tomlinson,CB,40,10,50,0.0,0,15,3,20,20,0,1
Josh Pearcy,LB,22,28,50,6.5,48,0,0,0,0,0,1
Bryson Shaw,S,36,14,50,0.0,0,4,1,17,17,0,0
Ja'Quan Sheppard,DB,33,17,50,1.0,13,10,0,0,0,0,0
Jarius Monroe,DB,35,15,50,0.0,0,8,3,22,22,0,0
Chris Edmonds,DB,33,17,50,0.0,0,3,3,43,35,0,0
Jordan Bertagnole,DT,25,25,50,5.0,54,0,0,0,0,0,2
Quindrelin Hammonds,DB,32,18,50,0.0,0,3,0,0,0,0,1
Yam Banks,S,35,15,50,1.0,5,11,6,30,24,1,0
Art Green,CB,38,12,50,0.0,0,8,2,65,37,0,0
Grayson Cash,S,27,22,49,1.0,1,7,3,10,10,0,0
Isaiah Wingfield,DB,33,16,49,0.0,0,6,1,0,0,0,0
Justin Birdsong,DB,26,23,49,0.0,0,3,1,0,0,0,0
Cedarious Barfield,S,27,22,49,0.0,0,1,1,0,0,0,2
Nehemiah Shelton,CB,36,13,49,0.0,0,8,2,23,23,0,0
Maxwell Worship,S,32,17,49,0.0,0,3,0,0,0,0,1
Kelechi Nwachuku,S,31,18,49,1.0,14,2,1,0,0,0,1
Lorenzo McCaskill,LB,32,17,49,0.0,0,1,0,0,0,0,0
Jaylen Moody,LB,24,25,49,2.0,18,0,0,0,0,0,0
Karl Brooks,DE,30,19,49,10.0,69,4,0,0,0,0,2
Mazi Smith,DT,23,26,49,1.0,7,0,0,0,0,0,1
Cam'Ron Kelly,DB,30,19,49,0.0,0,1,1,23,23,0,0
Trikweze Bridges,DB,30,19,49,0.0,0,5,3,28,21,0,1
Travion Brown,LB,25,24,49,1.5,9,0,0,0,0,0,0
Kevin Hester Jr.,DL,17,32,49,0.0,0,0,0,0,0,0,0
Jacoby Windmon,LB,18,31,49,5.5,31,2,1,0,0,0,6
Jaquelin Roy,DT,25,24,49,0.5,1,0,0,0,0,0,0
Virdel Edwards II,DB,39,10,49,0.0,0,5,3,10,10,0,0
Brock Horne,LB,16,33,49,2.0,14,0,0,0,0,0,0
Jamie Pettway,LB,22,27,49,1.0,9,1,0,0,0,0,0
Corey Thornton,DB,36,13,49,0.0,0,7,0,0,0,0,1
Tyler Grubbs,LB,24,25,49,0.5,1,1,0,0,0,0,0
Cam Allen,DB,40,9,49,0.0,0,6,3,107,65,1,0
Tylar Wiltz,LB,25,24,49,2.0,10,3,1,0,0,0,1
Brian Holloway,LB,22,27,49,1.0,7,0,0,0,0,0,0
Jalen McMurray,CB,33,16,49,0.0,0,7,1,4,4,0,2
Fred Thompkins,LB,24,25,49,1.0,2,0,0,0,0,0,0
Namdi Obiazor,LB,31,18,49,0.0,0,2,0,0,0,0,0
Andre Jones Jr.,LB,21,27,48,6.5,32,1,1,0,0,0,1
Justin Ellis,DL,24,24,48,4.5,26,1,0,0,0,0,1
Brad Johnson,LB,31,17,48,0.0,0,0,1,15,15,0,0
Jireh Wilson,DB,25,23,48,0.0,0,2,2,37,34,0,0
Hugh Nelson II,DB,30,18,48,0.0,0,8,0,0,0,0,0
Caleb Okechukwu,DL,30,18,48,7.0,40,0,1,17,17,1,2
Jaylon Hutchings,DL,28,20,48,1.5,13,0,0,0,0,0,1
Ochaun Mathis,DE,24,24,48,3.5,23,2,0,0,0,0,0
Christian Morgan,S,28,20,48,1.0,7,3,3,0,0,0,1
DJ Brown,LB,3,2,5,0.0,0,0,0,0,0,0,0
Scott Matlock,DT,25,23,48,2.0,17,1,0,0,0,0,0
Dylan Horton,DE,31,17,48,10.0,79,4,0,0,0,0,1
Kyle Beaudry,LB,25,23,48,0.0,0,1,0,0,0,0,0
Nick Rattin,LB,19,29,48,0.0,0,3,0,0,0,0,1
Ricky Barber,DT,19,29,48,3.0,22,4,0,0,0,0,0
Kris Abrams-Draine,DB,36,12,48,0.0,0,14,0,0,0,0,0
Deidrick Stanley,DB,27,21,48,2.0,18,5,0,0,0,0,0
Calen Bullock,S,29,19,48,0.0,0,6,5,172,93,1,0
Jahvaree Ritzie,DL,17,31,48,1.0,9,0,0,0,0,0,0
Charles Brantley,DB,22,26,48,1.0,8,6,1,32,32,1,0
DJ Lundy,LB,24,24,48,1.5,8,3,0,0,0,0,1
Jabbar Muhammad,CB,32,16,48,0.0,0,9,1,0,0,0,1
AJ Williams,DB,30,18,48,1.0,12,0,0,0,0,0,0
Caleb Johnson,LB,26,22,48,1.5,14,0,0,0,0,0,2
Davaughn Celestine,S,41,7,48,0.5,3,3,1,0,0,0,2
O.J. Burroughs,S,38,10,48,0.0,0,3,2,0,0,0,1
Dasan McCullough,LB,30,18,48,4.0,33,3,0,0,0,0,0
Sylvonta Oliver,DB,40,8,48,0.0,0,4,3,106,71,0,0
Averie Habas,LB,20,28,48,3.0,14,2,0,0,0,0,0
A.J. Odums,CB,28,20,48,1.0,3,3,1,0,0,0,0
Jeremy Mack Jr.,S,33,15,48,0.0,0,0,0,0,0,0,0
Xavier Smith,LB,15,32,47,1.5,8,2,0,0,0,0,1
Marcus Haynes,DE,21,26,47,4.0,31,1,0,0,0,0,1
Malik Hausman,DB,34,13,47,0.0,0,7,3,23,23,0,0
Amir Siddiq,DL,22,25,47,5.5,35,0,0,0,0,0,2
Kaevon Merriweather,S,36,11,47,0.0,0,3,3,33,33,0,1
Teja Young,S,29,18,47,0.0,0,7,2,136,72,2,1
Jeremy Lucien,CB,33,14,47,0.0,0,5,0,0,0,0,0
Keni-H Lovely,CB,37,10,47,1.0,1,2,4,40,36,1,1
Tyren Dupree,LB,26,21,47,4.0,28,0,0,0,0,0,1
David Perales,DE,31,16,47,11.5,81,5,1,21,21,0,2
Quae Drake,LB,28,19,47,0.5,7,1,1,34,34,0,0
Kenny Churchwell III,DB,33,14,47,0.0,0,1,0,0,0,0,0
Keidron Smith,CB,32,15,47,0.0,0,4,2,65,65,1,1
Marcus Cushnie,DL,23,24,47,5.5,39,0,0,0,0,0,0
Khiry Morrison,LB,29,18,47,1.0,7,1,0,0,0,0,1
Chris Shearin,DB,28,19,47,0.5,7,6,2,24,28,0,0
J.J. Weaver,LB,27,20,47,3.0,37,1,0,0,0,0,2
R.J. Mickens,S,26,21,47,0.0,0,2,3,0,0,0,0
Nick Herbig,LB,32,15,47,11.0,86,2,0,0,0,0,2
Jordan Clark,DB,36,11,47,0.0,0,4,2,38,38,1,0
Javon Denis,DE,18,29,47,4.0,22,0,0,0,0,0,0
Gunner Maldonado,S,26,21,47,0.0,0,1,0,0,0,0,3
Bangally Kamara,LB,28,19,47,1.0,8,7,1,12,12,0,0
Byron Young,DT,20,27,47,3.5,15,2,0,0,0,0,1
Eric Watts,DL,18,29,47,7.0,36,0,0,0,0,0,2
Jordan Anderson,DB,1,3,4,0.0,0,1,0,0,0,0,0
Talique Allen,DB,25,22,47,0.0,0,2,0,0,0,0,2
Jared Verse,DL,22,25,47,9.0,72,0,0,0,0,0,0
Shemar James,LB,18,29,47,2.0,9,0,0,0,0,0,1
Syrus Dumas,DB,38,9,47,0.0,0,3,2,4,4,0,0
Steven Jones Jr.,CB,37,9,46,1.0,16,14,0,0,0,0,0
Zi'Yon Hill-Green,DL,19,27,46,7.0,30,0,0,0,0,0,1
Tim Terry,LB,30,16,46,0.0,0,1,0,0,0,0,0
Colton Feist,DL,19,27,46,0.5,4,1,0,0,0,0,0
AJ Uzodinma,CB,39,7,46,0.0,0,8,3,1,1,0,1
Will Choloh,DT,18,28,46,5.5,40,0,0,0,0,0,0
Michael Anyanwu,CB,34,12,46,0.0,0,11,1,0,0,0,0
Riley Moss,CB,31,15,46,0.0,0,11,1,0,0,0,2
Storm Duck,DB,36,10,46,0.0,0,10,3,14,14,0,1
JaTravis Broughton,CB,33,13,46,1.0,10,1,0,0,0,0,0
Tarique Barnes,LB,36,10,46,1.5,7,2,0,0,0,0,0
Wesley Steiner,LB,31,15,46,0.0,0,0,0,0,0,0,0
Taiwan Berryhill Jr.,LB,27,19,46,2.0,13,1,0,0,0,0,0
Carson Bruener,LB,29,17,46,0.0,0,1,0,0,0,0,0
Emmanuel Forbes,CB,26,20,46,0.0,0,11,6,174,82,3,0
Carrington Valentine,CB,33,13,46,1.0,10,9,1,0,0,0,0
Tuli Tuipulotu,DE,31,15,46,13.5,100,3,0,0,0,0,2
Tarheeb Still,DB,35,11,46,0.0,0,1,1,0,0,0,0
Aydan White,CB,36,10,46,1.0,8,9,4,84,84,1,0
Justin Abraham,LB,21,25,46,0.0,0,2,1,15,15,0,1
Mannie Nunnery,LB,28,18,46,1.0,1,2,0,0,0,0,0
Gabe Jeudy-Lally,DB,30,16,46,0.5,2,6,0,0,0,0,0
T.J. Peavy,DB,27,19,46,1.0,2,3,0,0,0,0,0
Vonnie Watkins,DE,19,27,46,4.5,35,2,0,0,0,0,2
Oluwaseyi Omotosho,LB,27,19,46,6.5,42,0,0,0,0,0,1
Aakil Washington,LB,16,30,46,1.5,16,2,0,0,0,0,0
Felix Anudike-Uzomah,DE,31,15,46,8.5,50,1,0,0,0,0,2
Ronald Wilson,DB,23,23,46,0.0,0,3,2,21,21,0,2
Tobias Fletcher,S,28,18,46,0.0,0,3,0,0,0,0,1
David Bailey,LB,30,16,46,2.5,14,0,0,0,0,0,2
Lander Barton,LB,26,20,46,4.5,31,1,0,0,0,0,1
Javon Bullard,DB,33,13,46,3.5,17,3,2,3,3,0,0
Clayton Powell-Lee,DB,30,16,46,0.0,0,2,1,1,1,0,0
Datrone Young,DB,30,15,45,0.0,0,7,1,25,25,0,0
Pepe Tanuvasa,DL,15,30,45,0.0,0,2,0,0,0,0,0
JuJu Brents,CB,28,17,45,0.0,0,4,4,0,0,0,1
Jacob Mangum-Farrar,LB,20,25,45,0.0,0,3,0,0,0,0,1
Ricky Miezan,LB,19,26,45,4.0,27,0,0,0,0,0,0
Jarrick Bernard-Converse,CB,30,15,45,0.0,0,3,2,23,23,0,0
Ahmad McCullough,LB,29,16,45,1.0,7,0,0,0,0,0,0
Grant Sawyer,LB,24,21,45,1.0,9,1,0,0,0,0,0
