DILLON,GABRIEL,601,Oklahoma,4.83
WILL,REICHARD,602,Alabama,4.70
JOHN,PADDOCK,603,Illinois,
DOMINICK,BLAYLOCK,604,Georgia,4.55
TERADJA,MITCHELL,605,Florida,4.69
JT,DANIELS,606,Rice,4.81
DE'JAHN,WARREN,607,Jackson State,4.29
MILES,BATTLE,608,Utah,
FREDDIE,ROBERSON,609,Mississippi State,
JAY,BRAMBLETT,610,Notre Dame,
WILLIE,TYLER III,611,Rutgers,
HANK,BACHMEIER,612,Louisiana Tech,4.85
JAHFARI,HARVEY,613,Miami,4.64
CHEZ,MELLUSI,614,Wisconsin,
MOHAMED,KAMARA,615,Colorado State,
EASTON,DEAN,616,Iowa State,4.75
JETT,JOHNSON,617,Mississippi State,
JACK,TUTTLE,618,Michigan,
MARCEL,BROOKS,619,TCU,4.50
SEVYN,BANKS,620,LSU,4.41
AYODELE,ADEOYE,621,Sacramento State,4.76
ISAIAH,HAZEL,622,Maryland,
GRAHAM,MERTZ,623,Florida,4.95
THEO,WEASE,624,Missouri,4.42
CAMERON,RISING,625,Utah,4.64
NATHANIEL,WATSON,626,Mississippi State,4.80
JACOB,LACEY,627,Oklahoma,
NAY'QUAN,WRIGHT,628,South Florida,
AUSTIN,JONES,629,USC,4.50
AUSTIN,STOGNER,630,Oklahoma,4.79
MATTHEW,BEDFORD,631,Indiana,
STEELE,CHAMBERS,632,Ohio State,
ALI,JENNINGS III,633,Virginia Tech,4.46
MELQUAN,STOVALL,634,Arizona State,
MYLES,MURPHY,635,North Carolina,
LOKAHI,PAUOLE,636,UCF,
BRU,MCCOY,637,Tennessee,4.46
TREJAN,BRIDGES,638,Oklahoma,4.60
BRENNAN,ARMSTRONG,639,NC State,4.75
SINCERE,HAYNESWORTH,640,Tulane,5.30
KYON,BARRS,641,USC,
CHARLES,CAMPBELL,642,Indiana,
BRAELEN,OLIVER,643,Georgia Tech,4.67
TAJ,HARRIS,644,Rutgers,4.43
JARRETT,PAUL,645,Appalachian State,
TONY,BRADFORD JR.,646,Texas Tech,
RENARDO,GREEN,647,Florida State,
FRANK,LADSON JR.,648,Miami,4.51
